2019-04-07 21:11:30,668  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='name']
2019-04-07 21:11:30,722  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='name']
2019-04-07 21:11:30,769  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='name']
2019-04-07 21:11:30,930  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@value='f']
2019-04-07 21:11:30,957  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@value='f']
2019-04-07 21:11:30,958  INFO [main] Guru99 Bank:31 - Trying to click on: [[ChromeDriver: chrome on XP (46e45dc1be3764d8fc11aa3627b63706)] -> xpath: //input[@value='f']]
2019-04-07 21:11:31,041  INFO [main] Guru99 Bank:35 - Clicked on: [[ChromeDriver: chrome on XP (46e45dc1be3764d8fc11aa3627b63706)] -> xpath: //input[@value='f']]
2019-04-07 21:11:31,043  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:31,070  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:31,129  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:31,147  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:31,186  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:31,223  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:31,565  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:31,601  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:31,683  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:31,732  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:31,756  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:31,830  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:32,010  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:32,039  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:32,093  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:32,109  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:32,176  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:32,236  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:32,406  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:32,431  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:32,483  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:32,503  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:32,518  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:32,549  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:32,735  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:11:32,763  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'pinno')]
